0.7821439017 -1.3902639773  0
2.0111488081  0.1801087333  -0.5
-0.7513546793 -2.2022805415  0
2.0342274121 -0.3333101867  -0.5
-0.2782585500 -0.0885055449  0
-0.2680660134  0.2834915095  -0.5
-1.0429289120  1.0556757066  0
-0.0534238020 -0.7295884484  0
0.0813842599 -0.0589790394  -0.5
0.2263798507  1.5016880226  -0.5
1.1206566862 -0.3973393223  0
0.3851165015  0.0592816992  -0.5
1.9142777741 -0.8273295961  -0.5
0.0277096066  2.2053729971  -0.5
2.1649187343  0.5356626003  -0.5
0.7810995344  0.2591868712  -0.5
-2.4270178888  1.4666362219  0
0.0717437512 -0.3324791929  -0.5
1.9708624360  1.5037248600  -0.5
0.1723202312 -0.9501235005  0
0.2830683473  1.8784305195  -0.5
-0.1737827631 -0.0753446654  -0.5
2.1543169331  0.7344087815  -0.5
2.1127265490  0.1343188452  -0.5
1.9106758728 -0.4977972061  -0.5
-0.3022714868  2.2424952065  -0.5
1.2238868354  0.6026401786  0
-1.4153475996 -1.9253402015  0
0.6806923674  0.1669207291  0
0.8069125947  0.0969964877  0
2.1453169876 -0.7473437902  -0.5
0.1759208439 -0.3641456291  -0.5
2.0796943393  1.4908667722  -0.5
-0.3254433962  0.8530563947  0
0.5884549939  0.6126902046  0
-0.1528689552  1.1033870964  0
0.0450926235 -0.3540433366  -0.5
-0.2964585802  2.2243009980  0
-0.8426007350 -0.6472436862  0
-0.5727519739 -0.3520086473  0
0.3852429002 -0.1704836038  -0.5
-1.4149236315 -0.7969612442  0
1.7795423138 -0.2486267163  0
-0.3842098676 -1.1254265556  0
0.1570648767  1.1193077450  0
0.0699259143  1.5370182927  0
-0.1627453006 -1.3309267354  0
1.0755591561  0.5101215215  0
0.2684218432  0.7507874659  0
-0.1132520319  1.8898679782  -0.5
-0.5405006563 -0.3870549701  0
-0.0516872528  1.7994054235  0
1.7552906594 -0.3782241913  0
-0.8401782258 -0.1633003887  0
2.1767439143  0.7019430001  -0.5
2.0092140273  1.9412226474  -0.5
1.9934442295  1.6256723653  -0.5
1.8879106638  1.8902233042  -0.5
0.4063574270 -1.6464352322  0
